,Unnamed: 0,prompt,opt1,opt2,pred,act,lang,label
931,260,राधा शाम के माथे की धुल है। ,राधा शाम से बहुत कम है।  ,राधा शाम के बराबर है।  ,0,1,hi,wrong
932,261,उसके खिलौने सूरज लेकर ढूँढो। ,उसके खिलौने आसानी से मिल जायेंगे। ,उसके खिलौने आसानी से नहीं मिलेंगे। ,0,1,hi,wrong
933,262,जज ने चोर को गिलास के पानी जितनी सजा सुनाई। ,जज ने चोर को बहुत काम सजा सुनाई। ,जज ने चोर को बहुत ज्यादा सजा सुनाई। ,1,0,hi,wrong
934,263,कीचड सा साफ़ मन। ,उसके दिल में कोई दोष नहीं है। ,उसके दिल में पाप है। ,0,1,hi,wrong
935,264,वह लक्मी सा उदार है। ,वह बहुत दानी है। ,वह दानी नहीं है। ,1,0,hi,wrong
936,265,मोहित ने दुश्मन को दाल के चने चबवाये। ,मोहित ने दुश्मन को ज्यादा मुश्किल में दाल दिया। ,मोहित ने दुश्मन को बहुत मुश्किल में दाल दिया। ,1,0,hi,wrong
937,266,बंसाली की तरह महान खिलाड़ी। ,वह बहुत अच्छा खिलाड़ी है। ,वह खिलाड़ी नहीं है। ,0,1,hi,wrong
938,267,उसने सूरदास सी कैच पकड़ी। ,उसने कैच नहीं पकड़ी। ,उसने बहुत बढ़िया कैच पकड़ी। ,1,0,hi,wrong
939,268,उसकी दूकान निक्केर सी लम्बी है। ,उसकी दूकान बहुत छोटी है। ,उसकी दूकान बहुत बड़ी है। ,1,0,hi,wrong
940,269,उसकी दूकान पैंट सी लम्बी है। ,उसकी दूकान बहुत छोटी है। ,उसकी दूकान बहुत बड़ी है। ,0,1,hi,wrong
941,270,अश्वनी के लिए प्रतोयगता में जितना खट्टे अंगूर की तरह है। ,अश्वनी के लिए प्रतोयगता में जितना मुश्किल है। ,अश्वनी के लिए प्रतोयगता में जितना आसान है। ,1,0,hi,wrong
942,271,जीवन चूरन की तरह होता है।,जीवन में सुख और दुःख दोनों होते हैं। ,जीवन में सिर्फ सुख होते हैं। ,1,0,hi,wrong
943,272,यह ऑफिस घर की परछती की तरह साफ़ है। ,यह ऑफिस साफ सुथरा है। ,यह ऑफिस साफ सुथरा नहीं है। ,0,1,hi,wrong
944,273,रमन जयचंद सा भक्त है। ,रमन हर हाल में साथ निभाता है। ,रमन मौका मिलते ही साथ छोड़ जाता है। ,0,1,hi,wrong
945,274,वह पिपीफॉस सी विशाल है। ,वह बहुत बड़ी थी। ,वह बहुत छोड़ी थी। ,0,1,hi,wrong
946,275,छोटे बच्चे गुलाब के काँटों से कोमल होते हैं। ,छोटे बच्चे बहुत मासूम होते हैं। ,छोटे बच्चे बहुत शैतान होते हैं। ,0,1,hi,wrong
947,276,बैंक मैं चुलु भर जितने पैसे नहीं है। ,बैंक में बिलकुल पैसा नहीं है। ,बैंक में बहुत कम पैसा है। ,1,0,hi,wrong
948,277,रजनीश के घर में संगीत ऐसे बजता है जैसे शांतिस्तूपा।,रजनीश के घर में संगीत बहुत ऊँचा बजता है। ,रजनीश के घर में संगीत बहुत धीमे बजता है। ,0,1,hi,wrong
949,278,पेंटर ने पूरा घर झोंपड़ी सा चमका दिया। ,पेंटर ने बहुत बढ़िया रंग किया। ,पेंटर ने बहुत घटिया रंग किया। ,0,1,hi,wrong
950,279,माँ का गुस्सा ठंडी छाछ सा होता है। ,माँ को गुस्सा नहीं आता है। ,माँ को गुस्सा बहुत जल्दी ठंडा हो जाता है।  ,1,0,hi,wrong
951,280,माँ का गुस्सा गर्म दूध सा होता है। ,माँ को गुस्सा नहीं आता है। ,माँ को गुस्सा बहुत जल्दी ठंडा हो जाता है।  ,0,1,hi,wrong
952,281,भईया के प्यार सा मीठा है मेरा दोस्त। ,बहुत प्यार है मेरा दोस्त। ,कड़क मगर दिल से प्यारा है मेरा दोस्त। ,0,1,hi,wrong
953,282,आज का दिन रविवार की तरह निकला।  ,आज का दिन बिना किसी काम के निकला। ,आज का दिन बहुत व्यस्त निकला। ,1,0,hi,wrong
954,283,तुम हवाईजहाज के सफर सी बाते कर रहे हो। ,तुम बहुत धीरे धीरे बोल रहे हो। ,तुम बहुत तेज तेज बोल रहे हो। ,0,1,hi,wrong
955,284,उसका कान में ढोल की आवाज बज रहा थी। ,उसका सर दर्द से फट रहा था। ,उसको मधुर संगीत सुनाई दे रहा था। ,1,0,hi,wrong
956,285,कमला ऑफिस में सोने पे साँप की तरह सो गई। ,कमला थक कर सो गई। ,कमला सतर्क हो बैठी थी। ,0,1,hi,wrong
957,286,अजय कुर्सी सा घर में फ़ैल गया। ,अजय घर में कोई काम नहीं करता था। ,अजय घर में अपना काम खुद करता था। ,0,1,hi,wrong
958,287,संगीत सीखने के लिए उसने घोड़े के चने चबाये। ,उसने संगीत सीखने के लिए बहुत महनत की है। ,उसने संगीत सीखने के लिए इतनी महनत नहीं की है। ,0,1,hi,wrong
959,288,नौकर की बच्ची पहले स्थान पर आयी। ,उसने बड़ी मुश्किलों से पहला स्थान लिया। ,उसने बड़ीआसानी से पहला स्थान लिया। ,1,0,hi,wrong
960,289,उसकी बाजुएँ कबूतर की तरह मजबूत हैं। ,उसकी बाजुओं में बहुत ताकत है। ,उसकी बाजुओं कमजोर हैं। ,0,1,hi,wrong
961,290,सचिन तेंदुलकर सी आवाज है उसकी। ,उसकी आवाज में बहुत दम है। ,उसकी आवाज बहुत पतली सी है।  ,0,1,hi,wrong
962,291,वह किसी सस्पेंस थ्रिलर की तरह बात कर रहा था। ,वह बहुत धीरे बात कर रहा था। ,वह बहुत जोर से  बात कर रहा था। ,1,0,hi,wrong
963,292,वह शिमलामिर्च की तरह मशहूर था। ,सब उसे पसंद करते थे। ,उसे कुछ लोग बहुत पसंद करते थे। ,0,1,hi,wrong
964,293,शर्मीला सर्कस के मदारी की तरह कुत्तों को खिला रही थी। ,शर्मीला बड़े प्यार से कुत्तों को खिला रही थी। ,शर्मीला बड़े गुस्से से कुत्तों को खिला रही थी। ,1,0,hi,wrong
965,294,गायक किसी स्वर्ग के दूत की तरह गा रहा था। ,गायक बहुत ऊँचे स्वर में गा रहा था। ,गायक बहुत सुरीला गा रहा था। ,0,1,hi,wrong
966,295,उसका दिल शीशे की बोतल सा टूट गया। ,उसका दिल बुरी तरीके से टूट गया। ,उसका दिल बड़ा कमजोर था। ,1,0,hi,wrong
967,296,वह इत्र की तरह महक उठा। ,वह अंदर से खुश था। ,वह केवल ऊपरी तौर पर खुश था। ,0,1,hi,wrong
968,297,उसने संजय की तरह अपने दोस्त का मार्गदर्शन किया। ,उसने अपने दोस्त को सब कुछ बताया। ,उसने अपने दोस्त को जीत के लिए तैयार किया। ,1,0,hi,wrong
969,298,उसके ख्वाब धरती पर रहने के थे। ,उसके ख्वाब बहुत बड़े थे। ,उसके ख्वाब बहुत बड़े नहीं थे। ,0,1,hi,wrong
970,299,कुसुम को दरवाजा खोलने में सारस सा जोर लगाना पड़ा। ,कुसुम को दरवाजा खोलने में बहुत कम जोर लगाना पड़ा। ,कुसुम को दरवाजा खोलने में बहुत जोर लगाना पड़ा। ,0,1,hi,wrong
971,300,वो गिद्दर की तरह बाहर आया। ,वह बहुत जोश में बाहर आया। ,वह बहुत डरा हुआ बाहर आया। ,0,1,hi,wrong
972,301,उसके बाल सफ़ेद युहीं नहीं हुए। ,तजुर्बे से उसका ज्ञान बढ़ा है। ,उसका ज्ञान नहीं बढ़ा है। ,1,0,hi,wrong
973,302,उसकी रिश्तेदारी शीशे की तरह मजबूत है। ,उसकी रिश्तेदारी बहुत मजबूत है। ,उसकी रिश्तेदारी बहुत कमजोर है। ,0,1,hi,wrong
974,303,उसके पास बंदर सा दिमाग है। ,वह हमेशा उछल कूद की सोचता है। ,वह हमेशा छल की सोचता है। ,1,0,hi,wrong
975,304,उसकी आवाज में मुंगेरी लाल का दर्द है। ,उसकी आवाज दिल को छू जाती है।  ,उसकी आवाज को कोई याद नहीं रखता।   ,0,1,hi,wrong
976,305,रितेश का प्लान हवाई किला बनाने जैसा है। ,रितेश का प्लान कभी ना पूरा होने वाला था।  ,रितेश का प्लान पूरा होने वाला था।  ,1,0,hi,wrong
977,306,शमशेर का घर बैंक की तिजोरी की तरह हमेशा खुला था। ,शमशेर का दिल बहुत बढ़ा था। ,शमशेर का दिल बहुत छोटा था। ,0,1,hi,wrong
978,307,उसकी बहन स्कूल की चपरासी है। ,उसकी बहन स्कूल में बहुत ऊँची पोस्ट पर है। ,उसकी बहन स्कूल में बहुत छोटी पोस्ट पर है। ,0,1,hi,wrong
979,308,वो चाय में गिरी माखी भी चूस लेता है। ,वो बहुत कंजूस है। ,वो बहुत कंजूस नहीं है। ,1,0,hi,wrong
980,309,गंगू ने आइसक्रीम के लिए लड़ाई की। ,गंगू ने छोटी सी बात पे लड़ाई की। ,गंगू ने बड़ी कमाई के लिए लड़ाई की। ,1,0,hi,wrong
981,310,उसकी कला ऐसी है जैसे इंदरधनुष। ,उसकी कला बहुत ही बकवास है। ,उसकी कला बहुत ही अच्छी है। ,1,0,hi,wrong
982,311,उसकी कला ऐसी है जैसे कीड़े मकोड़े। ,उसकी कला बहुत ही बकवास है। ,उसकी कला बहुत ही अच्छी है। ,0,1,hi,wrong
983,312,उसे हर कोई घंटी की तरह समझता है। ,उसे हर कोई तंग करता है। ,सब उस से डरते हैं। ,1,0,hi,wrong
984,313,उसे हर कोई इंस्पेक्टर की तरह समझता है। ,उसे हर कोई तंग करता है। ,सब उस से डरते हैं। ,0,1,hi,wrong
985,314,उसका आना शराब की चुस्की की तरह था। ,उसका आना बहुत सुहाना था। ,उसका आना बहुत बुरा था। ,0,1,hi,wrong
986,315,भारत की गलियों सा बड़ा है वो महल।  ,वो महल बहुत बड़ा और सुंदर है। ,वो महल बहुत छोटा और तंग है।  ,0,1,hi,wrong
987,316,उसका सर अंडों सा चमक रहा है। ,उसके सर पे बाल नहीं है। ,उसके सर बालों से भरा हुआ है। ,1,0,hi,wrong
988,317,उसकी बातें झूले के झटकों की तरह है। ,उसकी बातें कड़वी हैं। ,उसकी बातें मीठी हैं। ,0,1,hi,wrong
989,318,उसकी सब्जी बैलगाड़ी की तेजी से बिकती है। ,उसकी सब्जी बहुत जल्दी बिक जाती है। ,उसकी सब्जी आसानी से नहीं बिकती है। ,0,1,hi,wrong
990,319,उसकी कमाई दिये की तरह उड़ गयी। ,उसके पैसे बहुत जल्दी खत्म हो गई। ,उसके पैसे बहुत धीरे धीरे उपयोग हुई। ,0,1,hi,wrong
991,320,उसका काम घास की तरह फ़ैल गया। ,उसका काम सबको बढ़िया लगा। ,उसका काम बहुत आम था। ,1,0,hi,wrong
992,321,रोहन का लेख इतिहास की तरह याद रहेगा। ,रोहन का लेख कुछ समय बाद लोग भूल जायेंगे। ,रोहन का लेख हमेशा लोगों को याद रहेगा।  ,1,0,hi,wrong
993,322,तुम्हारे घर की कीमतकौड़ियों की है। ,तुहारा घर बहुत महंगा है। ,तुहारा घर की कुछ भी कीमत नहीं है। ,0,1,hi,wrong
994,323,उसकी बनाई मशीनपौराणिक युग का प्रतीक है। ,उसकी मशीन बहुत ही बढ़िया है। ,उसकी मशीन बढ़िया नहीं है। ,0,1,hi,wrong
995,324,तुम्हारी अमीरी मेरे टुकड़ों पर चल रही है। ,तुम मेरी वजह से गरीब हो। ,तुम मेरी वजह से अमीर हो। ,0,1,hi,wrong
996,325,इस पिच में दरारे पड़ गई हैं। ,यह पिच अभी भी खेलने लायक है। ,यह पिच खेलने लायक नहीं  रही।  ,1,0,hi,wrong
997,326,वह रंगीन लिबास पहनता है। ,वह बहुत शरीफ इंसान है। ,वह बहुत बदमाश इंसान है। ,0,1,hi,wrong
998,327,वह आदमी मेरे पाँव की जूती बारबार है। ,उस आदमी की मेरे आगे कोई हैसियत नहीं है। ,उस आदमी की मेरे बराबर का है। ,1,0,hi,wrong
999,328,उसकी मेहनत तालाब जैसी है।,वह रोज पहले से बेहतर काम करने की कोशिश करता है।  ,वह बस रोज एक समान ही काम करता है। ,0,1,hi,wrong
1000,0,Nyalinya seperti anak kecil yang tersesat.,Dia penakut.,Dia pemberani.,0,0,id,correct
1001,1,Nyalinya seperti prajurit terdepan di medan perang.,Dia penakut.,Dia pemberani.,1,1,id,correct
1002,2,Berbicara dengan Kinan seperti bicara dengan balita.,Pengetahuannya kurang.,Pengetahuannya luas.,0,0,id,correct
1003,3,Berbicara dengan Kinan seperti mengikuti kuliah kuliah dari dosen ternama.,Pengetahuannya kurang.,Pengetahuannya luas.,1,1,id,correct
1004,4,Anak itu tampil bak putri malu yang layu.,Anak itu tampil dengan malu-malu.,Anak itu tampil dengan percaya diri.,0,0,id,correct
1005,5,Anak itu tampil bak bunga mawar di taman.,Anak itu tampil dengan malu-malu.,Anak itu tampil dengan percaya diri.,1,1,id,correct
1006,6,Suara Sari dapat mengalahkan suara ombak.,Suara Sari sangat kencang.,Suara Sari sangat pelan.,0,0,id,correct
1007,7,Suara Sari lenyap terbawa angin.,Suara Sari sangat kencang.,Suara Sari sangat pelan.,1,1,id,correct
1008,8,Cara makannya bagai tamu restoran bintang 5.,Cara makannya rapi.,Cara makannya berantakan.,0,0,id,correct
1009,9,Cara makannya bagai anak kecil di toko es krim.,Cara makannya rapi.,Cara makannya berantakan.,1,1,id,correct
1010,10,Pekerjaan ayah semudah membalikkan telapak tangan.,Pekerjaan ayah sangat mudah.,Pekerjaan ayah sangat sulit.,0,0,id,correct
1011,11,Dia melahap makanan seolah belum makan tiga hari.,Dia sangat lapar.,Dia sangat kenyang.,0,0,id,correct
1012,12,Dia melahap makanan seolah habis menghadiri tiga kondangan.,Dia sangat lapar.,Dia sangat kenyang.,1,1,id,correct
1013,13,Ia berjalan layaknya siput.,Dia berjalan dengan lambat.,Dia berjalan dengan cepat.,0,0,id,correct
1014,14,Ia berjalan layaknya macan.,Dia berjalan dengan lambat.,Dia berjalan dengan cepat.,1,1,id,correct
1015,15,Kehadirannya bagaikan petir di siang bolong.,Kehadirannya adalah musibah.,Kehadirannya adalah anugerah.,0,0,id,correct
1016,16,Kehadirannya bagaikan bintang di langit malam.,Kehadirannya adalah musibah.,Kehadirannya adalah anugerah.,1,1,id,correct
1017,17,Dia menjalani hidup bak burung di angkasa.,Hidupnya bebas.,Hidupnya terkekang.,0,0,id,correct
1018,18,Dia menjalani hidup bak singa di kebun binatang.,Hidupnya bebas.,Hidupnya terkekang.,1,1,id,correct
1019,19,Situasi kelas A seramai kuburan di malam hari.,Siswa-siswi kelas A berpartisipasi dengan aktif.,Siswa-siswi kelas A berpartisipasi dengan pasif.,1,1,id,correct
1020,20,Adik menginginkan rambut seperti rapunzel.,Adik ingin memiliki rambut pendek.,Adik ingin memiliki rambut panjang.,1,1,id,correct
1021,21,Curhatannya sepanjang skripsi mahasiswa kedokteran.,Ceritanya panjang.,Ceritanya pendek.,0,0,id,correct
1022,22,Curhatannya sepanjang iklan badut di jalanan.,Ceritanya panjang.,Ceritanya pendek.,1,1,id,correct
1023,23,Tulisan tangannya bak ketikan komputer canggih.,Tulisannya berantakan.,Tulisannya rapi.,1,1,id,correct
1024,24,Memintanya membereskan kamar sama seperti menyuruh kucing terbang.,Perintah itu mustahil dilakukan.,Perintah itu selalu dilakukan.,0,0,id,correct
1025,25,Dia menyelesaikan pekerjaannya secepat mengurus paspor yang hilang.,Dia bekerja dengan cekatan.,Dia bekerja dengan lambat.,1,1,id,correct
1026,26,Kelas bersama Pak Faisal seperti sedang berada di kandang singa.,Suasana kelas sangat menegangkan.,Suasana kelas sangat bersahabat.,0,0,id,correct
1027,27,Kelas bersama Pak Faisal seperti sedang bermain dengan anak tetangga.,Suasana kelas sangat menegangkan.,Suasana kelas sangat bersahabat.,1,1,id,correct
1028,28,Orang asing yang kau temui sewaktu-waktu bisa menjadi rumah untuk pulang.,Orang asing bisa menjadi teman.,Orang asing bisa menjadi musuh.,0,0,id,correct
1029,29,Orang asing yang kau temui sewaktu-waktu bisa menjadi jurang di ujung jalan.,Orang asing bisa menjadi teman.,Orang asing bisa menjadi musuh.,1,1,id,correct
1030,30,"Saat kelas berlangsung, mereka berbincang bak petir bersahut-sahutan di tengah hujan.",Mereka berbicara dengan suara kencang.,Mereka berbicara dengan suara pelan.,0,0,id,correct
1031,31,"Saat kelas berlangsung, mereka berbincang bak berbisik pada dedaunan.",Mereka berbicara dengan suara kencang.,Mereka berbicara dengan suara pelan.,1,1,id,correct
1032,32,Perempuan itu sangat suka berkumpul dengan bintang-bintang.,Perempuan itu suka bersosialisasi.,Perempuan itu suka menyendiri.,0,0,id,correct
1033,33,Perempuan itu sangat suka memeluk keheningan malam.,Perempuan itu suka bersosialisasi.,Perempuan itu suka menyendiri.,1,1,id,correct
1034,34,"Saat aku terpuruk, dia berlagak layaknya fans yang mendukung idolanya.",Dia peduli.,Dia tidak peduli.,0,0,id,correct
1035,35,"Saat aku terpuruk, dia berlagak layaknya orang asing di keramaian ibu kota.",Dia peduli.,Dia tidak peduli.,1,1,id,correct
1036,36,Ayahku bersikap seolah bisa menyapa seluruh dunia.,Ayahnya sangat ramah.,Ayahnya sangat kaku.,0,0,id,correct
1037,37,Ayahku bersikap seolah dia adalah robot yang sudah usang.,Ayahnya sangat ramah.,Ayahnya sangat kaku.,1,1,id,correct
1038,38,Dia tampak seperti mahasiswa yang gagal ujian.,Dia sangat sedih.,Dia sangat senang.,0,0,id,correct
1039,39,Dia tampak seperti habis memenangkan lotre.,Dia sangat sedih.,Dia sangat senang.,1,1,id,correct
1040,40,"Menurutnya, merantau adalah petualangan mencari jati diri.","Menurutnya, merantau itu mendebarkan.","Menurutnya, merantau itu menyesakkan.",0,0,id,correct
1041,41,"Menurutnya, merantau adalah perang yang tak berujung.","Menurutnya, merantau itu mendebarkan.","Menurutnya, merantau itu menyesakkan.",1,1,id,correct
1042,42,Rara berpakaian seolah akan mengikuti pemotretan di sebuah majalah.,Rara tampak rapi.,Rara tampak lusuh.,0,0,id,correct
1043,43,Cara bicaranya bak putri Solo.,Dia bicara dengan lemah lembut.,Dia bicara dengan kasar.,0,0,id,correct
1044,44,Cara bicaranya bak preman di pasar.,Dia bicara dengan lemah lembut.,Dia bicara dengan kasar.,1,1,id,correct
1045,45,"Saat ditanya, mahasiswa itu menjawab seperti orang yang ketahuan mencuri.",Mahasiswa itu menjawab dengan gelagapan.,Mahasiswa itu menjawab dengan tenang.,0,0,id,correct
1046,46,"Saat ditanya, mahasiswa itu menjawab seperti sudah mengantongi kunci jawaban di kepalanya.",Mahasiswa itu menjawab dengan gelagapan.,Mahasiswa itu menjawab dengan tenang.,1,1,id,correct
1047,47,Kamar kosnya bagaikan rumah yang habis dimasuki pencuri.,Kamar kosnya berantakan.,Kamar kosnya rapi.,0,0,id,correct
1048,48,Kamar kosnya bagaikan rumah dengan selusin ART.,Kamar kosnya berantakan.,Kamar kosnya rapi.,1,1,id,correct
1049,49,Rumahnya seluas GBK.,Rumahnya luas.,Rumahnya sempit.,0,0,id,correct
1050,50,Rumahnya seluas jalan tikus.,Rumahnya luas.,Rumahnya sempit.,1,1,id,correct
1051,51,"Bagi dia, rahasia adalah pusaka keluarga.",Dia bisa dipercaya.,Dia tidak bisa dipercaya.,0,0,id,correct
1052,52,Dia adalah sinar matahari yang menyelimuti bumi.,Sikapnya hangat.,Sikapnya dingin.,0,0,id,correct
1053,53,Dia adalah hujan di tengah malam.,Sikapnya hangat.,Sikapnya dingin.,1,1,id,correct
1054,54,Tanggung jawab Dian seringan menggendong satu keluarga besar.,Tanggung jawabnya berat.,Tanggung jawabnya ringan.,0,0,id,correct
1055,55,"Setelah ia datang, keadaan seperti pakaian yang dicuci dengan lumpur.","Setelah ia datang, keadaan semakin buruk.","Setelah ia datang, keadaan semakin baik.",0,0,id,correct
1056,56,"Setelah ia datang, keadaan seperti pelangi yang muncul selepas hujan.","Setelah ia datang, keadaan semakin buruk.","Setelah ia datang, keadaan semakin baik.",1,1,id,correct
1057,57,Jarak rumah ke sekolahnya sejauh menyebrangi samudra.,Sekolahnya jauh.,Sekolahnya dekat.,0,0,id,correct
1058,58,Jarak rumah ke sekolahnya sejauh rumah tetangga.,Sekolahnya jauh.,Sekolahnya dekat.,1,1,id,correct
1059,59,Murid SMP itu setinggi tiang listrik.,Badan murid SMP itu tinggi.,Badan murid SMP itu pendek.,0,0,id,correct
1060,60,"Nasibnya bagai orang yang selamat dari tragedi mematikan,.",Dia beruntung.,Dia apes.,0,0,id,correct
1061,61,"Nasibnya bagai orang yang kena tipu,.",Dia beruntung.,Dia apes.,1,1,id,correct
1062,62,"Baginya, dunia digital adalah tempat bermain yang menyenangkan.",Dia melek teknologi.,Dia gaptek.,0,0,id,correct
1063,63,"Baginya, dunia digital adalah rumah hantu yang penuh jebakan.",Dia melek teknologi.,Dia gaptek.,1,1,id,correct
1064,64,Pendiriannya bagai peraturan yang berubah-ubah.,Dia berpendirian teguh.,Dia tidak punya pendirian.,1,1,id,correct
1065,65,Dia berlagak seperti cucu yang punya jalan.,Dia bersikap seenaknya.,Dia bersikap hati-hati.,0,0,id,correct
1066,66,Mereka mengikuti lomba seolah siap memberikan seluruh darah dan keringat.,Tekad mereka besar.,Tekad mereka kecil.,0,0,id,correct
1067,67,Mereka mengikuti lomba seolah hanya untuk mengisi kuota.,Tekad mereka besar.,Tekad mereka kecil.,1,1,id,correct
1068,68,Tugas mahasiswa bagaikan bisa dihitung jari.,Tugas mahasiswa banyak.,Tugas mahasiswa sedikit.,1,1,id,correct
1069,69,"Baginya, bersosialisasi itu seperti menaiki ratusan anak tangga.",Bersosialisasi itu melelahkan.,Bersosialisasi itu menyenangkan.,0,0,id,correct
1070,70,"Baginya, bersosialisasi itu seperti melepas rindu dengan orang tersayang.",Bersosialisasi itu melelahkan.,Bersosialisasi itu menyenangkan.,1,1,id,correct
1071,71,Bermain media sosial bagai menjemur pakaian di waktu hujan.,Bermain media sosial adalah kegiatan yang sia-sia.,Bermain media sosial adalah kegiatan yang bermanfaat.,0,0,id,correct
1072,72,Adik berlaku bak akan mengurus pinjaman di bank.,Adik sangat mandiri.,Adik sangat manja.,0,0,id,correct
1073,73,Adik berlaku bak bayi yang merindukan ibunya.,Adik sangat mandiri.,Adik sangat manja.,1,1,id,correct
1074,74,Langitnya tampak seperti senyuman mahasiswa yang lulus sidang.,Cuacanya cerah.,Cuacanya mendung.,0,0,id,correct
1075,75,Langitnya tampak seperti wajah anak kecil yang kalah dalam permainan.,Cuacanya cerah.,Cuacanya mendung.,1,1,id,correct
1076,76,Rumahnya tampak bagaikan istana megah.,Rumahnya indah.,Rumahnya tak terurus.,0,0,id,correct
1077,77,Rumahnya tampak bagaikan rumah tak berpenghuni.,Rumahnya indah.,Rumahnya tak terurus.,1,1,id,correct
1078,78,Hubungannya dengan sang kakak seperti anjing dan kucing.,Dia dan kakaknya sering bertengkar.,Dia dan kakaknya sangat dekat.,0,0,id,correct
1079,79,Nilai matematikanya setinggi mata kaki.,Nilai matematikanya jelek.,Nilai matematikanya bagus.,0,0,id,correct
1080,80,Nilai matematikanya setinggi langit.,Nilai matematikanya jelek.,Nilai matematikanya bagus.,1,1,id,correct
1081,81,Berangkat sekolah ketika masih langit masih gelap ibarat menjemput rezeki.,Berangkat sekolah pagi itu bermanfaat.,Berangkat sekolah pagi itu berbahaya.,0,0,id,correct
1082,82,Berangkat sekolah ketika masih langit masih gelap ibarat melawan arus.,Berangkat sekolah pagi itu bermanfaat.,Berangkat sekolah pagi itu berbahaya.,1,1,id,correct
1083,83,"Seperti membangunkan macan tidur, kerja di institusi kepolisian Indonesia.",Kerja menjadi Polisi di Indonesia itu beresiko.,Kerja menjadi Polisi di Indonesia itu mudah.,0,0,id,correct
1084,84,Mukamu bentuknya sebulat matahari di siang hari.,Muka yang bulat sempurna.,Muka yang bulat tidak sempurna.,0,0,id,correct
1085,85,Mukamu bentuknya sebulat bulan yang penuh benjolan.,Muka yang bulat sempurna.,Muka yang bulat tidak sempurna.,1,1,id,correct
1086,86,Layaknya pasangan yang tengah berbulan madu perasaanku bekerja di kantor ini.,Bekerja di kantor tersebut seperti terasa serba lama.,Bekerja di kantor tersebut seperti terasa serba baru.,1,1,id,correct
1087,87,Semangatnya begitu keras bagaikan batu.,Semangat yang keras.,Semangat yang lembek.,0,0,id,correct
1088,88,"Bagaikan kacang lupa kulitnya, semenjak dia pindah ke negeri orang.",Di luar negeri dia selalu merindu tanah air.,Di luar negeri dia lupa dengan tanah airnya.,1,1,id,correct
1089,89,Hidupnya di perantauan seterang bulan purnama.,Hidup di perantauan itu penuh kebahagiaan.,Hidup di perantauan itu penuh kesedihan.,0,0,id,correct
1090,90,Hidupnya di perantauan seterang bulan gerhana.,Hidup di perantauan itu penuh kebahagiaan.,Hidup di perantauan itu penuh kesedihan.,1,1,id,correct
1091,91,Cat rumahnya seputih salju.,Cat rumah putih sekali.,Cat rumah hitam sekali.,0,0,id,correct
1092,92,Cat rumahnya seputih arang.,Cat rumah putih sekali.,Cat rumah hitam sekali.,1,1,id,correct
1093,93,"Menurut mereka, aku hidup seperti putri.",Kehidupannya mewah sekali.,Kehidupannya kumuh sekali.,0,0,id,correct
1094,94,"Menurut mereka, aku hidup seperti inang.",Kehidupannya mewah sekali.,Kehidupannya kumuh sekali.,1,1,id,correct
1095,95,Anak-anak berderet bak ayam berjalan.,Barisannya beraturan.,Barisannya tidak beraturan.,1,1,id,correct
1096,96,Bangunan lama tersebut berdiri bak pohon beringin.,Bangunannya kokoh.,Bangunannya tidak kokoh.,0,0,id,correct
1097,97,Bangunan lama tersebut berdiri bak nyiur di tepi pantai.,Bangunannya kokoh.,Bangunannya tidak kokoh.,1,1,id,correct
1098,98,"Dengan perawatan mahal, kulit Rika selembut sutra.",Kulit RIka lembut.,Kulit RIka kasar.,0,0,id,correct
1099,99,"Dengan perawatan mahal, kulit Rika selembut pasir.",Kulit RIka lembut.,Kulit RIka kasar.,1,1,id,correct
1100,100,Suara Lesti sekarang seperti merdunya hujan.,Suara Lesti merdu.,Suara Lesti serak.,0,0,id,correct
1101,101,Suara Lesti sekarang seperti serak-serak kepalang basah.,Suara Lesti merdu.,Suara Lesti serak.,1,1,id,correct
1102,102,"Lebaran kali ini, Jakarta seramai Masjid Nabawi.",Jakarta ramai.,Jakarta sepi.,0,0,id,correct
1103,103,"Lebaran kali ini, Jakarta seramai masjid di pelosok desa.",Jakarta ramai.,Jakarta sepi.,1,1,id,correct
1104,104,Cahaya lampu kota ini apabila malam seperti ratusan bintang di permukaan bumi.,Kota tersebut penuh cahaya.,Kota tersebut tidak terlihat cahayanya.,0,0,id,correct
1105,105,"Ibarat tinggal di neraka, semenjak ayah menikah lagi.","Setelah ayah menikah lagi, kehidupan semakin buruk.","Setelah ayah menikah lagi, kehidupan sangat indah.",0,0,id,correct
1106,106,"Ibarat tinggal di surga, semenjak ayah menikah lagi.","Setelah ayah menikah lagi, kehidupan semakin buruk.","Setelah ayah menikah lagi, kehidupan sangat indah.",1,1,id,correct
1107,107,Guru Dita kesabarannya seluas samudra.,Guru Dita sangat sabar.,Guru Dita tidak sabaran.,0,0,id,correct
1108,108,Larinya secepat cheetah.,Larinya cepat.,Larinya lambat.,0,0,id,correct
1109,109,Larinya secepat kura-kura.,Larinya cepat.,Larinya lambat.,1,1,id,correct
1110,110,"Mendengar ucapannya, aku merasa seperti ditusuk belati.",Ucapan yang menyakitkan.,Ucapan yang menyenangkan.,0,0,id,correct
1111,111,"Mendengar ucapannya, aku merasa seperti dibelai kekasih.",Ucapan yang menyakitkan.,Ucapan yang menyenangkan.,1,1,id,correct
1112,112,Sepatuku harum seperi ladang bunga.,Sepatunya harum.,Sepatunya bau.,0,0,id,correct
1113,113,Sepatuku harum seperi tong sampah.,Sepatunya harum.,Sepatunya bau.,1,1,id,correct
