,Unnamed: 0.1,Unnamed: 0,prompt,opt1,opt2,pred,act,lang,label
1451,1451,453,Her cheeks are like a flat tire.,Her cheeks are plump.,Her cheeks are dented.,1,1,id,correct
2021,2021,139,Her cheeks are like buns.,Her cheeks are plump.,Her cheeks are dented.,1,0,id,wrong
3703,3703,213,Her cheeks shone like stone,Her cheeks were shining,Her cheeks were not glowing,0,1,kn,wrong
3105,3105,367,Her eyes were shining like stars,Her cheeks were shining,Her cheeks were not glowing,0,0,kn,correct
2529,2529,391,His clothes smelled of sweat,Her clothes are fragrant,His clothes smell,1,1,jv,correct
2528,2528,390,Her clothes smell like jasmine flowers,Her clothes are fragrant,His clothes smell,0,0,jv,correct
4735,4735,199,His clothes every day are strong cotton,Her clothes every day are beautiful,Her clothes every day are ugly,0,0,sw,correct
4736,4736,200,His clothes are rags every day,Her clothes every day are beautiful,Her clothes every day are ugly,1,1,sw,correct
3479,3479,741,Her command of language is like that of a scholar,Her command of the language is good,Her command of the language is not good,0,0,kn,correct
3480,3480,742,Her command of the language is like that of a newbie,Her command of the language is good,Her command of the language is not good,1,1,kn,correct
1516,1516,518,The color of his clothes was as red as a burning fire.,Her dress is bright red.,His clothes are not red.,0,0,id,correct
1517,1517,519,The color of his clothes is as red as gray.,Her dress is bright red.,His clothes are not red.,1,1,id,correct
1870,1870,872,Her eyelashes like people can see tuyul.,Her eyelashes are thick.,Her eyelashes are thin.,1,1,id,correct
1869,1869,871,Her eyelashes are like caterpillars.,Her eyelashes are thick.,Her eyelashes are thin.,0,0,id,correct
3682,3682,192,Her eyes are red like water,Her eyes are red,Her eyes are not red,0,1,kn,wrong
3076,3076,338,Her eyes are blood red,Her eyes are red,Her eyes are not red,0,0,kn,correct
3147,3147,409,Her eyes sparkled like diamonds,Her eyes were shining,Her eyes were not glowing,0,0,kn,correct
3729,3729,239,Her eyes shone like iron,Her eyes were shining,Her eyes were not glowing,0,1,kn,wrong
2600,2600,60,Her face is like a cloud,Her face is bright,Her face is sad,0,1,jv,wrong
2218,2218,80,Her face is like the sun,Her face is bright,Her face is sad,0,0,jv,correct
3072,3072,334,Her face is round like the moon,Her face is round,Her face is not round,0,0,kn,correct
3073,3073,335,Her face is round like an amoeba,Her face is round,Her face is not round,1,1,kn,correct
2012,2012,130,Her face looks like a beauty filter on Instagram.,Her face looks beautiful.,His face looks ugly.,1,0,id,wrong
1422,1422,424,His face looks like he's been treated at a fake clinic.,Her face looks beautiful.,His face looks ugly.,1,1,id,correct
1409,1409,411,His thoughts and those of his friends were like soy sauce and coffee.,Her friend's thoughts and thoughts complement each other.,Her friend's thoughts and thoughts were disconnected.,1,1,id,correct
1408,1408,410,His thoughts and those of his friends were like bread and butter.,Her friend's thoughts and thoughts complement each other.,Her friend's thoughts and thoughts were disconnected.,0,0,id,correct
1171,1171,173,Her hair is like a palm broom.,Her hair is beautifully wavy.,His hair was stiff and unkempt.,1,1,id,correct
1170,1170,172,Her hair was like ocean waves glistening in the moonlight at night.,Her hair is beautifully wavy.,His hair was stiff and unkempt.,0,0,id,correct
2013,2013,131,"Judging by his hair, he looked like he'd run five laps.",Her hair is well styled.,His hair is limp.,0,1,id,wrong
1423,1423,425,"Judging from his hair, he looks like he just came out of the salon.",Her hair is well styled.,His hair is limp.,0,0,id,correct
2259,2259,121,Her hair was like silk,Her hair was soft and straight like silk,Her hair was wavy and curly like wool,0,0,jv,correct
2260,2260,122,Her hair is like wool,Her hair was soft and straight like silk,Her hair was wavy and curly like wool,1,1,jv,correct
3931,3931,441,Her handwriting is as neat as a computer keyboard,Her handwriting is neat,Her handwriting is not neat,1,0,kn,wrong
3932,3932,442,Her handwriting is as neat as a doctor's note,Her handwriting is neat,Her handwriting is not neat,0,1,kn,wrong
4031,4031,95,Her husband is like Nyi Iteung.,Her husband is lazy,Her husband is diligent.,1,1,su,correct
4407,4407,67,Her husband is like Kabayan,Her husband is lazy,Her husband is diligent.,1,0,su,wrong
414,414,414,The ornaments around her neck seemed to have been brought from a princely state.,Her jewelry looked very old.,Her ornaments were looking very beautiful.,1,1,hi,correct
852,852,184,The ornaments around her neck seemed to have been brought from a museum.,Her jewelry looked very old.,Her ornaments were looking very beautiful.,1,0,hi,wrong
1089,1089,91,"According to them, I live like a princess.",Her life is very luxurious.,His life is so shabby.,0,0,id,correct
1909,1909,27,"According to them, I live like a host.",Her life is very luxurious.,His life is so shabby.,0,1,id,wrong
1553,1553,555,The distance between his house and school feels like the distance from the north pole and the south pole.,Her school is far from her home.,His school is near from his house.,0,0,id,correct
1554,1554,556,The distance between home and school seemed as far as an arm's length away.,Her school is far from her home.,His school is near from his house.,1,1,id,correct
2081,2081,199,The skin on his face was like the walls of a putty building.,Her skin is smooth.,The skin on his face is rough.,1,0,id,wrong
1677,1677,679,The skin on his face is like an unpaved highway.,Her skin is smooth.,The skin on his face is rough.,1,1,id,correct
2523,2523,385,His smile was like a mouse,Her smile is sweet,His smile was sour,1,1,jv,correct
2522,2522,384,His smile is like Javanese sugar,Her smile is sweet,His smile was sour,0,0,jv,correct
4074,4074,138,Her voice is like pouring rain.,Her voice is melodious,Her voice is coupled.,1,1,su,correct
4073,4073,137,Her voice is like a chirping bird,Her voice is melodious,Her voice is coupled.,0,0,su,correct
1365,1365,367,His voice when singing like a parrot.,Her voice when singing melodious.,His voice when singing discordant.,1,1,id,correct
1364,1364,366,His voice when singing like a canary.,Her voice when singing melodious.,His voice when singing discordant.,0,0,id,correct
6357,6357,376,Addisá laya,Hero is Adísá,Adisa is lazy,1,0,yo,wrong
5977,5977,342,Adisa is tired,Hero is Adísá,Adisa is lazy,1,1,yo,correct
1326,1326,328,Hidayat feels that his life is like a boat with a reliable captain.,Hidayat feels his life is without purpose.,Hidayat feels that his life has a clear purpose.,1,1,id,correct
1325,1325,327,Hidayat feels that his life is like a boat bobbing in the ocean.,Hidayat feels his life is without purpose.,Hidayat feels that his life has a clear purpose.,0,0,id,correct
1430,1430,432,His English ability is like that of a five year old child.,His English skills are poor.,His English skills are very good.,0,0,id,correct
1431,1431,433,His English ability is like the color of America.,His English skills are poor.,His English skills are very good.,1,1,id,correct
6126,6126,145,The head of the Honorable One and his friends was empty,His Highness and his friends did not know anything,His Highness and his friends know books very well,0,1,yo,wrong
6127,6127,146,His Highness and his friends are too full,His Highness and his friends did not know anything,His Highness and his friends know books very well,1,0,yo,wrong
457,457,457,His TV was like a cricket ball in a football ground.,His TV was too small.,His TV was huge.,0,0,hi,correct
879,879,211,His TV was like a football in a cricket ground.,His TV was too small.,His TV was huge.,0,1,hi,wrong
1344,1344,346,His academic journal is like a dull knife.,His academic journals make a strong case.,Its academic journals are lame in its arguments.,1,1,id,correct
1343,1343,345,His academic journal is like a sharp knife.,His academic journals make a strong case.,Its academic journals are lame in its arguments.,0,0,id,correct
3251,3251,513,His achievement is as big as a mountain,His achievement is great,His achievement is not great,0,0,kn,correct
3809,3809,319,His achievement is as big as a swimming pool,His achievement is great,His achievement is not great,0,1,kn,wrong
1407,1407,409,His actions were like giving a traveler a drink.,His actions made matters worse.,His actions lighten the situation.,1,1,id,correct
1406,1406,408,His actions were like pouring salt on a wound.,His actions made matters worse.,His actions lighten the situation.,0,0,id,correct
4242,4242,306,His appearance is considered one sided.,His appearance is like an idol,His appearance is not considered.,1,1,su,correct
4241,4241,305,His appearance is considered the star of the field,His appearance is like an idol,His appearance is not considered.,0,0,su,correct
1544,1544,546,The appearance of the lecturer is like a bus driver.,His appearance is messy.,Neat appearance.,0,0,id,correct
1545,1545,547,The lecturer's appearance was like the president's driver.,His appearance is messy.,Neat appearance.,1,1,id,correct
1503,1503,505,Her armpits smell like jasmine.,His armpits smelled bad.,Her armpits smelled good.,1,1,id,correct
1502,1502,504,His armpits smelled like corpse flowers.,His armpits smelled bad.,Her armpits smelled good.,0,0,id,correct
982,982,314,His art is like a rainbow.,His art is very rubbish.,His art is very good.,1,0,hi,wrong
983,983,315,His art is like that of insects.,His art is very rubbish.,His art is very good.,0,1,hi,wrong
558,558,558,His artwork was as if the roads were broken.,His artwork was amazing.,His artwork was ruined.,1,1,hi,correct
557,557,557,His artwork was like a temple idol.,His artwork was amazing.,His artwork was ruined.,0,0,hi,correct
1415,1415,417,It's like a farmer's son.,His attitude is haughty.,His attitude is humble.,1,1,id,correct
1414,1414,416,It's like a sultan's child.,His attitude is haughty.,His attitude is humble.,0,0,id,correct
1420,1420,422,His attitude towards me was like the morning sun.,His attitude towards me is friendly.,His attitude towards me was mean.,0,0,id,correct
1421,1421,423,His attitude towards me was like ice on the south pole.,His attitude towards me is friendly.,His attitude towards me was mean.,1,1,id,correct
4065,4065,129,His attitude was like an ice cube,His attitude was cold,His attitude was warm.,0,0,su,correct
4066,4066,130,His attitude is like a bottle of milk for a baby.,His attitude was cold,His attitude was warm.,1,1,su,correct
3488,3488,750,His awareness is as much as that of a janitor,His awareness is low,He knows more,0,0,kn,correct
3489,3489,751,His knowledge is like that of a professor,His awareness is low,He knows more,1,1,kn,correct
5030,5030,494,Her baby is like a new pin.,His baby is clean.,His child is dirty.,0,0,sw,correct
5031,5031,495,His child is like a pig.,His baby is clean.,His child is dirty.,1,1,sw,correct
1614,1614,616,His behavior is like the antagonist in the story.,His behavior is cute.,His behavior sucks.,1,1,id,correct
1613,1613,615,His behavior is like a clown who makes people laugh.,His behavior is cute.,His behavior sucks.,0,0,id,correct
2506,2506,368,The whole body is like a drum,His body is fat,His body is thin,0,0,jv,correct
2728,2728,188,The whole body is like a pole of the house,His body is fat,His body is thin,0,1,jv,wrong
2471,2471,333,His body is like an ice cube,His body is hot,His body was cold,1,1,jv,correct
2470,2470,332,His body is like the core of the earth,His body is hot,His body was cold,0,0,jv,correct
675,675,7,His physique is like a field.,His body is small.,His body is huge.,1,0,hi,wrong
37,37,37,His physique is like a mountain.,His body is small.,His body is huge.,1,1,hi,correct
1650,1650,652,His body was like a tree branch.,His body is strong.,His body is weak.,1,1,id,correct
2068,2068,186,His body was like a concrete wall.,His body is strong.,His body is weak.,1,0,id,wrong
1143,1143,145,Her body smells like the smell of flowers.,His body stinks.,Fragrant body.,1,1,id,correct
1925,1925,43,His body odor is like the smell of durian.,His body stinks.,Fragrant body.,1,0,id,wrong
3732,3732,242,His body was strong like an old man,His body was strong,His body is not strong,0,1,kn,wrong
3152,3152,414,His body was as strong as Bruce Lee's,His body was strong,His body is not strong,0,0,kn,correct
5154,5154,618,His car is gold,His car is very valuable,His car is cheap,0,0,sw,correct
5155,5155,619,His car is as valuable as second-hand clothes,His car is very valuable,His car is cheap,1,1,sw,correct
1745,1745,747,His cell phone is like Doraemon's magical item.,His cell phone is sophisticated.,His cell phone is old.,0,0,id,correct
1746,1746,748,Her cellphone was like my great-grandmother's sweater.,His cell phone is sophisticated.,His cell phone is old.,1,1,id,correct
3254,3254,516,His cheeks were as white as milk,His cheeks were pale,His cheeks were not white,0,0,kn,correct
3812,3812,322,His cheeks were as white as water,His cheeks were pale,His cheeks were not white,0,1,kn,wrong
5484,5484,124,His child is Adam and Eve.,His child is obedient.,His child is stubborn.,0,1,sw,wrong
4951,4951,415,His son is Musa.,His child is obedient.,Her child is stubborn.,0,0,sw,correct
5569,5569,209,His children follow each other like siaf,His children follow each other wherever they go,His children never get along,1,0,sw,wrong
5570,5570,210,His children are like the sun and the moon,His children follow each other wherever they go,His children never get along,0,1,sw,wrong
4976,4976,440,His clothes are like clove ointment.,His clothes smell good.,His clothes are smelly.,0,0,sw,correct
4977,4977,441,His clothes are like a sore.,His clothes smell good.,His clothes are smelly.,1,1,sw,correct
3240,3240,502,His commitment was as strong as iron,His commitment was strong,His commitment is unwavering,0,0,kn,correct
3802,3802,312,His commitment was as hard as glass,His commitment was strong,His commitment is unwavering,0,1,kn,wrong
1758,1758,760,His attitude lately is like the temperature of Dieng after at night.,His demeanor had been cold recently.,His attitude has been hot lately.,0,0,id,correct
1759,1759,761,His attitude lately is like Depok weather in broad daylight.,His demeanor had been cold recently.,His attitude has been hot lately.,1,1,id,correct
1051,1051,53,He is the rain in the middle of the night.,His demeanor is warm.,His demeanor was cold.,1,1,id,correct
1050,1050,52,He is the sunshine that envelops the earth.,His demeanor is warm.,His demeanor was cold.,0,0,id,correct
606,606,606,His dreams were to live on earth.,His dreams were big.,His dreams were not very big.,1,1,hi,correct
605,605,605,His dreams were to live in the sky.,His dreams were big.,His dreams were not very big.,0,0,hi,correct
494,494,494,His dreams became of autumn leaves.,His dreams were shattered.,His dreams are coming true.,0,0,hi,correct
902,902,234,His dreams became like sawan leaves.,His dreams were shattered.,His dreams are coming true.,0,1,hi,wrong
2504,2504,366,It's like riding a motorcycle with a green light,His efforts stopped,His business is working,1,1,jv,correct
2503,2503,365,It's like riding a motorcycle at a red light at an intersection,His efforts stopped,His business is working,0,0,jv,correct
4235,4235,299,His energy is like a bear,His energy seems to be very strong,His energy is weak.,0,0,su,correct
4236,4236,300,His energy is like an ant.,His energy seems to be very strong,His energy is weak.,1,1,su,correct
3813,3813,323,His experience is as vast as future,His experience is vast,His experience was not overwhelming,0,1,kn,wrong
3255,3255,517,His experience is as vast as the ocean,His experience is vast,His experience was not overwhelming,0,0,kn,correct
1803,1803,805,His experience is as wide as the grave.,His experience is wide.,Narrow experience.,1,1,id,correct
1802,1802,804,His experience is as wide as the African savanna.,His experience is wide.,Narrow experience.,0,0,id,correct
4835,4835,299,his eyes are sapphire blue,His eyes are blue and bright,His eyes are not blue and bright,0,0,sw,correct
4836,4836,300,his eyes are not blue,His eyes are blue and bright,His eyes are not blue and bright,1,1,sw,correct
224,224,224,His eyes are sharp like an eagle.,His eyes are not very sharp.,His eyes are very sharp.,1,1,hi,correct
223,223,223,His eyes are as sharp as those of a bird.,His eyes are not very sharp.,His eyes are very sharp.,0,0,hi,correct
4245,4245,309,His eyes are like a mouse.,His eyes are sharp,His eyes are ugly.,1,1,su,correct
4244,4244,308,His eyes are like eagles,His eyes are sharp,His eyes are ugly.,0,0,su,correct
2066,2066,184,His eyes are like ping pong balls.,His eyes are slanted.,The eyes are round.,0,1,id,wrong
1646,1646,648,His eyes were like bamboo leaves.,His eyes are slanted.,The eyes are round.,0,0,id,correct
4017,4017,81,His brother's face is like a toy,His face is in jail,The behavior of his face towards his brother is loving.,0,0,su,correct
4018,4018,82,His sister's face is like jewelry.,His face is in jail,The behavior of his face towards his brother is loving.,1,1,su,correct
4231,4231,295,His face looked like sunshine,His face looked like he was happy,His face looked like a lot of trouble.,0,0,su,correct
4232,4232,296,His face looked like a dark night.,His face looked like he was happy,His face looked like a lot of trouble.,1,1,su,correct
4280,4280,344,His face was like an old withered tree.,His face looked young,His face looked old.,1,1,su,correct
4279,4279,343,Her face is like a flower that has just blossomed,His face looked young,His face looked old.,0,0,su,correct
2520,2520,382,His face looks like a flower in a blooming garden,His face was radiant,His face was pale,0,0,jv,correct
2521,2521,383,His face looked like a withered flower,His face was radiant,His face was pale,1,1,jv,correct
3507,3507,17,His beliefs are as strong as glass.,His faith is strong,His faith is not strong,0,1,kn,wrong
2765,2765,27,His beliefs are as strong as a rock.,His faith is strong,His faith is not strong,0,0,kn,correct
5227,5227,691,His faith was as strong as a stick holding an elephant,His faith was very strong,His faith was weak,1,1,sw,correct
5226,5226,690,His faith was as strong as iron,His faith was very strong,His faith was weak,0,0,sw,correct
4491,4491,151,His family is the blood of the people.,His family is noble,His family is ordinary people.,0,1,su,wrong
4243,4243,307,His family is blue blood,His family is noble,His family is ordinary people.,0,0,su,correct
2323,2323,185,His family's upbringing is like a curse,His family was disciplined,Bring up your family as you want,1,1,jv,correct
2322,2322,184,His family's education is like a Japanese soldier going to war,His family was disciplined,Bring up your family as you want,0,0,jv,correct
2513,2513,375,His father was like an important official,His father is very busy,His father was not busy,0,0,jv,correct
2731,2731,191,His father seems to have a job,His father is very busy,His father was not busy,0,1,jv,wrong
1035,1035,37,My father behaved as if he was an obsolete robot.,His father is very friendly.,His father is very rigid.,1,1,id,correct
1034,1034,36,My father behaved as if he could greet the whole world.,His father is very friendly.,His father is very rigid.,0,0,id,correct
2312,2312,174,"If his father works, it's like selling hands and feet",His father works until midnight,His father works until he is lazy,0,0,jv,correct
2313,2313,175,"His father, if he works, it's like selling words",His father works until midnight,His father works until he is lazy,1,1,jv,correct
1395,1395,397,His father's memory was like rusted iron.,His father's memory is blurry.,His father's memory is clear.,0,0,id,correct
2005,2005,123,His father's memory was like a tape recorder.,His father's memory is blurry.,His father's memory is clear.,0,1,id,wrong
1920,1920,38,My friend's behavior felt like he was the owner of a smokeless kitchen.,His friend acts like a rich man.,His friend acts like a pauper.,0,1,id,wrong
1118,1118,120,My friend acts as if he is of royal blood.,His friend acts like a rich man.,His friend acts like a pauper.,0,0,id,correct
5416,5416,56,His friend has drunk flag water,His friend likes the illegal way,His friend does not like illegal ways,0,1,sw,wrong
4719,4719,183,His friend is very fond of mouse paths,His friend likes the illegal way,His friend does not like illegal ways,0,0,sw,correct
451,451,451,His friends make him sit on the chair.,His friends make fun of him.,His friends welcome him.,1,1,hi,correct
450,450,450,His friends toss him like a ball in the air.,His friends make fun of him.,His friends welcome him.,0,0,hi,correct
4484,4484,144,"His friends said, he is a cold-headed person.","His friends said, he is a stubborn person","His friends said, he is a person who understands.",0,1,su,wrong
4204,4204,268,"His friends said, he is a stone-headed person","His friends said, he is a stubborn person","His friends said, he is a person who understands.",0,0,su,correct
714,714,46,"Seeing his friends as silent as graves, he understood that something was wrong.",His friends were making some diabolical plans.,His friends were deep in thought.,0,1,hi,wrong
160,160,160,"Seeing his friends silent like a silent movie, he understood that something was wrong.",His friends were making some diabolical plans.,His friends were deep in thought.,0,0,hi,correct
717,717,49,Her grandmother's love story was as old as the hills.,His grandmother's love stories were very old.,His grandmother's love stories were not very old.,0,1,hi,wrong
716,716,48,His grandmother's love story was as old as the mobile.,His grandmother's love stories were very old.,His grandmother's love stories were not very old.,1,0,hi,wrong
2512,2512,374,His hair is the color of charcoal,His hair color is white,His hair color is black,1,1,jv,correct
2511,2511,373,Her hair is the color of guava flowers,His hair color is white,His hair color is black,0,0,jv,correct
4324,4324,388,Her hair was combed like expensive silk.,His hair is coarse,Her hair is good.,1,1,su,correct
4323,4323,387,His hair was combed like a broom,His hair is coarse,Her hair is good.,0,0,su,correct
799,799,131,His hair was like a spider's web.,His hair was very tangled.,His hair was very well done.,0,1,hi,wrong
798,798,130,His hair was like a dense forest.,His hair was very tangled.,His hair was very well done.,1,0,hi,wrong
1355,1355,357,His handwriting is like a painting.,His handwriting is bad.,Her handwriting is beautiful.,1,1,id,correct
1354,1354,356,The shape of his handwriting was like a chicken claw.,His handwriting is bad.,Her handwriting is beautiful.,0,0,id,correct
2010,2010,128,His handwriting was like a doctor's.,His handwriting was messy.,His handwriting is neat.,1,0,id,wrong
2011,2011,129,His handwriting looked like it belonged to a printing press.,His handwriting was messy.,His handwriting is neat.,0,1,id,wrong
587,587,587,The sound of the veena was ringing in his ear.,His head was bursting with pain.,He could hear melodious music.,1,1,hi,correct
953,953,285,The sound of drums was ringing in his ears.,His head was bursting with pain.,He could hear melodious music.,1,0,hi,wrong
602,602,602,His heart broke like a paper boat.,His heart broke badly.,His heart was very weak.,1,1,hi,correct
966,966,298,His heart broke like a glass bottle.,His heart broke badly.,His heart was very weak.,1,0,hi,wrong
2472,2472,334,His heart is like a rock that will not be shaken even if it is hit by a big wave,His heart is firm and strong,Hearts are fragile and break easily.,0,0,jv,correct
2704,2704,164,His heart is like cocoa,His heart is firm and strong,Hearts are fragile and break easily.,0,1,jv,wrong
4259,4259,323,His heart is really hard like a rock.,His heart is really good,His heart is really evil.,1,1,su,correct
4258,4258,322,His heart is really as wide as the ocean,His heart is really good,His heart is really evil.,0,0,su,correct
4574,4574,38,He felt a drumming in his chest,His heart rate was too fast,His heartbeat slowed,0,0,sw,correct
4575,4575,39,He felt his chest freeze like ice,His heart rate was too fast,His heartbeat slowed,1,1,sw,correct
5244,5244,708,His hopes rose like gravel when he got the news,His hopes rose when he got the news,His hopes were dashed when he got the news,1,1,sw,correct
5243,5243,707,His hopes soared like a bird when he heard the news,His hopes rose when he got the news,His hopes were dashed when he got the news,0,0,sw,correct
5168,5168,632,Her house was warm as iron when we entered,His house was very cold when we entered,His house was very warm when we entered,1,1,sw,correct
5167,5167,631,His house was as cold as ice when we entered,His house was very cold when we entered,His house was very warm when we entered,0,0,sw,correct
5223,5223,687,His house was as warm as a refrigerator,His house was very hot,His house was not very warm,1,1,sw,correct
5222,5222,686,His house was as warm as a stove,His house was very hot,His house was not very warm,0,0,sw,correct
1336,1336,338,His dream turned out to be as high as the sky.,His ideals are very high.,His aspirations are very low.,0,0,id,correct
1337,1337,339,His dream turned out to be as high as a moringa leaf.,His ideals are very high.,His aspirations are very low.,1,1,id,correct
1339,1339,341,His income during a pandemic is like a waterfall.,His income during the pandemic stalled.,His income during the pandemic was abundant.,1,1,id,correct
1338,1338,340,His income during a pandemic is like a clogged channel.,His income during the pandemic stalled.,His income during the pandemic was abundant.,0,0,id,correct
5321,5321,785,His job application took time like a thunderclap,His job application was too late,His job application was never delayed,1,1,sw,correct
5616,5616,256,His job application took as long as government promises,His job application was too late,His job application was never delayed,1,0,sw,wrong
885,885,217,His work was like catching a bee.,His job was very simple.,His work was very difficult.,0,1,hi,wrong
884,884,216,His job was like catching a firefly.,His job was very simple.,His work was very difficult.,1,0,hi,wrong
2732,2732,192,His jokes are like clowns,His jokes are funny,His jokes are dry,1,0,jv,wrong
2733,2733,193,His laugh is like a yellow leaf,His jokes are funny,His jokes are dry,0,1,jv,wrong
5284,5284,748,His journey was as long as a hair,His journey was very long,His journey was not long,1,1,sw,correct
5283,5283,747,His journey was Mount Kilimanjaro,His journey was very long,His journey was not long,0,0,sw,correct
611,611,611,His kinship is as strong as iron.,His kinship is very strong.,His kinship is very weak.,0,0,hi,correct
971,971,303,His kinship is as strong as glass.,His kinship is very strong.,His kinship is very weak.,0,1,hi,wrong
5066,5066,530,His kiss was like that of Judas Iscariot to Jesus.,His kiss was one of true love.,His kiss was a betrayal.,1,1,sw,correct
5065,5065,529,Her kiss was like that of a mother to her son.,His kiss was one of true love.,His kiss was a betrayal.,0,0,sw,correct
3877,3877,387,His kiss deepened for a few seconds,His kiss was very deep,His kiss is not very dark,0,1,kn,wrong
3385,3385,647,His kiss was deep as if he had missed it so much,His kiss was very deep,His kiss is not very dark,0,0,kn,correct
970,970,302,His hair didn't turn red for no reason.,His knowledge has increased with experience.,His knowledge has not increased.,0,1,hi,wrong
610,610,610,His hair didn't turn white just like that.,His knowledge has increased with experience.,His knowledge has not increased.,0,0,hi,correct
435,435,435,Knowledgeable like books.,His knowledge is immense.,He only knows his work.,0,0,hi,correct
863,863,195,He is knowledgeable like a cook.,His knowledge is immense.,He only knows his work.,0,1,hi,wrong
2844,2844,106,His knowledge is as deep as the ocean,His knowledge is profound,His knowledge is not deep,0,0,kn,correct
3554,3554,64,Their swimming pool is so deep,His knowledge is profound,His knowledge is not deep,0,1,kn,wrong
2527,2527,389,The knowledge of such a person is like the size of a tree,His knowledge is superficial,His knowledge is extensive,1,1,jv,correct
2526,2526,388,People's knowledge is like shallow water,His knowledge is superficial,His knowledge is extensive,0,0,jv,correct
3145,3145,407,His knowledge was as deep as that of a scientist,His knowledge was deep,His knowledge was not deep,0,0,kn,correct
3146,3146,408,His knowledge was as deep as a student's,His knowledge was deep,His knowledge was not deep,1,1,kn,correct
2258,2258,120,His laugh is like Javanese sugar,His laugh is as sweet as sugar,His laugh is as bitter as coffee,0,0,jv,correct
2614,2614,74,His laugh is like coffee,His laugh is as sweet as sugar,His laugh is as bitter as coffee,0,1,jv,wrong
5112,5112,576,His letter was like a mother and her son.,His letter was emotional.,His letter was not sentimental.,0,0,sw,correct
5113,5113,577,The letter was like a frozen fight.,His letter was emotional.,His letter was not sentimental.,1,1,sw,correct
4568,4568,32,His life is like a compass,His life has a direction,His life has no direction,0,0,sw,correct
4569,4569,33,His life is like a chicken with its head cut off,His life has a direction,His life has no direction,1,1,sw,correct
4674,4674,138,His life is like the country's budget,His life has no direction,His life has a direction,1,1,sw,correct
4673,4673,137,His life is like a pen without ink,His life has no direction,His life has a direction,0,0,sw,correct
2403,2403,265,"For him, his life was like seeing a beautiful sight",His life is happy,His life was miserable,0,0,jv,correct
2404,2404,266,"For him, his life was like an iron bar",His life is happy,His life was miserable,1,1,jv,correct
3719,3719,229,Their lives are as relaxed as adults,His life is peaceful,His life is not peaceful,0,1,kn,wrong
3131,3131,393,His life is as carefree as a child,His life is peaceful,His life is not peaceful,0,0,kn,correct
1368,1368,370,His way of life is like a highway.,His life path is full of obstacles.,The path of life is smooth.,1,1,id,correct
1367,1367,369,His life path is like a soap opera.,His life path is full of obstacles.,The path of life is smooth.,0,0,id,correct
5789,5789,154,The sound they made me was very happy,His lips are big,Her lips are small,0,0,yo,correct
6121,6121,140,A camel's lip is like a camel's lip,His lips are big,Her lips are small,0,1,yo,wrong
6039,6039,58,His lips are not black like the lips of one who pulls a forest,His lips are too dark,Her lips are red,1,0,yo,wrong
6038,6038,57,His lips were black like the lips of a weeder,His lips are too dark,Her lips are red,0,1,yo,wrong
4482,4482,142,His lips uttered words like chili,His lips uttered words that hurt his heart,His lips uttered words of joy.,1,0,su,wrong
4198,4198,262,His lips spoke sweet words like sugar.,His lips uttered words that hurt his heart,His lips uttered words of joy.,1,1,su,correct
5236,5236,700,His living room was as slippery as pebbles,His living room was very slippery,His living room was very dry,1,1,sw,correct
5235,5235,699,His living room was as slippery as butter,His living room was very slippery,His living room was very dry,0,0,sw,correct
6231,6231,250,His luck was about to be overstated,His luck is about to run out,His luck was just beginning,0,1,yo,wrong
6232,6232,251,His luck is short,His luck is about to run out,His luck was just beginning,1,0,yo,wrong
30,30,30,He is a falling star.,His luck was not good.,He had very good luck.,0,0,hi,correct
31,31,31,He is a shining star.,His luck was not good.,He had very good luck.,1,1,hi,correct
656,656,656,The machine he made is a symbol of the modern era.,His machine is wonderful.,His machine is not good.,0,0,hi,correct
992,992,324,The machine made by him is the symbol of the mythological era.,His machine is wonderful.,His machine is not good.,0,1,hi,wrong
3277,3277,539,His marks are like topper,His marks are high,His marks are not high,0,0,kn,correct
3278,3278,540,His marks are like last ranker,His marks are high,His marks are not high,1,1,kn,correct
736,736,68,His thinking is like that of a young boy.,His mind can be changed.,His mind cannot be changed.,1,0,hi,wrong
182,182,182,Her thinking is like that of an old woman.,His mind can be changed.,His mind cannot be changed.,1,1,hi,correct
1666,1666,668,His thoughts are like water washing tires in the garage.,His mind is clear.,His mind is cloudy.,1,1,id,correct
1665,1665,667,Her mind is like a glass house that has just been cleaned.,His mind is clear.,His mind is cloudy.,0,0,id,correct
627,627,627,His mind is working like Ambani.,His mind is not working at all.,His mind is running very fast.,1,1,hi,correct
626,626,626,His mind is working like a toilet.,His mind is not working at all.,His mind is running very fast.,0,0,hi,correct
1552,1552,554,His mindset is as deep as a well.,His mind is shallow.,His thoughts are deep.,1,1,id,correct
1551,1551,553,His mindset is as deep as sinking water.,His mind is shallow.,His thoughts are deep.,0,0,id,correct
3880,3880,390,His face is full of Buddha's smile,His moan is laced with laughter,His cry is not without a smile,1,0,kn,wrong
3392,3392,654,His grin is like a thief's,His moan is laced with laughter,His cry is not without a smile,1,1,kn,correct
990,990,322,His earnings flew away like a lamp.,His money ran out very quickly.,His money was used up very slowly.,0,1,hi,wrong
644,644,644,His earnings evaporated like gas.,His money ran out very quickly.,His money was used up very slowly.,0,0,hi,correct
4968,4968,432,His mother is a lioness.,His mother is strict.,His mother is gentle.,0,0,sw,correct
4969,4969,433,His mother is a lamb.,His mother is strict.,His mother is gentle.,1,1,sw,correct
