,Unnamed: 0.1,Unnamed: 0,prompt,opt1,opt2,pred,act,lang,label,cos_sim
965,965,294,गायक किसी स्वर्ग के दूत की तरह गा रहा था। ,गायक बहुत ऊँचे स्वर में गा रहा था। ,गायक बहुत सुरीला गा रहा था। ,0,1,hi,wrong,0.9096184968948364
966,966,295,उसका दिल शीशे की बोतल सा टूट गया। ,उसका दिल बुरी तरीके से टूट गया। ,उसका दिल बड़ा कमजोर था। ,1,0,hi,wrong,0.8434051275253296
967,967,296,वह इत्र की तरह महक उठा। ,वह अंदर से खुश था। ,वह केवल ऊपरी तौर पर खुश था। ,0,1,hi,wrong,0.7442986965179443
968,968,297,उसने संजय की तरह अपने दोस्त का मार्गदर्शन किया। ,उसने अपने दोस्त को सब कुछ बताया। ,उसने अपने दोस्त को जीत के लिए तैयार किया। ,1,0,hi,wrong,0.665321409702301
969,969,298,उसके ख्वाब धरती पर रहने के थे। ,उसके ख्वाब बहुत बड़े थे। ,उसके ख्वाब बहुत बड़े नहीं थे। ,0,1,hi,wrong,0.8885050415992737
970,970,299,कुसुम को दरवाजा खोलने में सारस सा जोर लगाना पड़ा। ,कुसुम को दरवाजा खोलने में बहुत कम जोर लगाना पड़ा। ,कुसुम को दरवाजा खोलने में बहुत जोर लगाना पड़ा। ,0,1,hi,wrong,0.9544041752815248
971,971,300,वो गिद्दर की तरह बाहर आया। ,वह बहुत जोश में बाहर आया। ,वह बहुत डरा हुआ बाहर आया। ,0,1,hi,wrong,0.8232704997062683
972,972,301,उसके बाल सफ़ेद युहीं नहीं हुए। ,तजुर्बे से उसका ज्ञान बढ़ा है। ,उसका ज्ञान नहीं बढ़ा है। ,1,0,hi,wrong,0.6625780463218689
973,973,302,उसकी रिश्तेदारी शीशे की तरह मजबूत है। ,उसकी रिश्तेदारी बहुत मजबूत है। ,उसकी रिश्तेदारी बहुत कमजोर है। ,0,1,hi,wrong,0.9082749485969543
974,974,303,उसके पास बंदर सा दिमाग है। ,वह हमेशा उछल कूद की सोचता है। ,वह हमेशा छल की सोचता है। ,1,0,hi,wrong,0.8516276478767395
975,975,304,उसकी आवाज में मुंगेरी लाल का दर्द है। ,उसकी आवाज दिल को छू जाती है।  ,उसकी आवाज को कोई याद नहीं रखता।   ,0,1,hi,wrong,0.6817067861557007
976,976,305,रितेश का प्लान हवाई किला बनाने जैसा है। ,रितेश का प्लान कभी ना पूरा होने वाला था।  ,रितेश का प्लान पूरा होने वाला था।  ,1,0,hi,wrong,0.8924290537834167
977,977,306,शमशेर का घर बैंक की तिजोरी की तरह हमेशा खुला था। ,शमशेर का दिल बहुत बढ़ा था। ,शमशेर का दिल बहुत छोटा था। ,0,1,hi,wrong,0.8559885025024414
978,978,307,उसकी बहन स्कूल की चपरासी है। ,उसकी बहन स्कूल में बहुत ऊँची पोस्ट पर है। ,उसकी बहन स्कूल में बहुत छोटी पोस्ट पर है। ,0,1,hi,wrong,0.9181414842605592
979,979,308,वो चाय में गिरी माखी भी चूस लेता है। ,वो बहुत कंजूस है। ,वो बहुत कंजूस नहीं है। ,1,0,hi,wrong,0.7502633333206177
980,980,309,गंगू ने आइसक्रीम के लिए लड़ाई की। ,गंगू ने छोटी सी बात पे लड़ाई की। ,गंगू ने बड़ी कमाई के लिए लड़ाई की। ,1,0,hi,wrong,0.7086121439933777
981,981,310,उसकी कला ऐसी है जैसे इंदरधनुष। ,उसकी कला बहुत ही बकवास है। ,उसकी कला बहुत ही अच्छी है। ,1,0,hi,wrong,0.8620398640632629
982,982,311,उसकी कला ऐसी है जैसे कीड़े मकोड़े। ,उसकी कला बहुत ही बकवास है। ,उसकी कला बहुत ही अच्छी है। ,0,1,hi,wrong,0.8620398640632629
983,983,312,उसे हर कोई घंटी की तरह समझता है। ,उसे हर कोई तंग करता है। ,सब उस से डरते हैं। ,1,0,hi,wrong,0.7750473022460938
984,984,313,उसे हर कोई इंस्पेक्टर की तरह समझता है। ,उसे हर कोई तंग करता है। ,सब उस से डरते हैं। ,0,1,hi,wrong,0.7750473022460938
985,985,314,उसका आना शराब की चुस्की की तरह था। ,उसका आना बहुत सुहाना था। ,उसका आना बहुत बुरा था। ,0,1,hi,wrong,0.8204071521759033
986,986,315,भारत की गलियों सा बड़ा है वो महल।  ,वो महल बहुत बड़ा और सुंदर है। ,वो महल बहुत छोटा और तंग है।  ,0,1,hi,wrong,0.8462884426116943
987,987,316,उसका सर अंडों सा चमक रहा है। ,उसके सर पे बाल नहीं है। ,उसके सर बालों से भरा हुआ है। ,1,0,hi,wrong,0.7389798760414124
988,988,317,उसकी बातें झूले के झटकों की तरह है। ,उसकी बातें कड़वी हैं। ,उसकी बातें मीठी हैं। ,0,1,hi,wrong,0.7528491020202637
989,989,318,उसकी सब्जी बैलगाड़ी की तेजी से बिकती है। ,उसकी सब्जी बहुत जल्दी बिक जाती है। ,उसकी सब्जी आसानी से नहीं बिकती है। ,0,1,hi,wrong,0.8547238707542419
990,990,319,उसकी कमाई दिये की तरह उड़ गयी। ,उसके पैसे बहुत जल्दी खत्म हो गई। ,उसके पैसे बहुत धीरे धीरे उपयोग हुई। ,0,1,hi,wrong,0.8262028694152832
991,991,320,उसका काम घास की तरह फ़ैल गया। ,उसका काम सबको बढ़िया लगा। ,उसका काम बहुत आम था। ,1,0,hi,wrong,0.7310286164283752
992,992,321,रोहन का लेख इतिहास की तरह याद रहेगा। ,रोहन का लेख कुछ समय बाद लोग भूल जायेंगे। ,रोहन का लेख हमेशा लोगों को याद रहेगा।  ,1,0,hi,wrong,0.8384039998054504
993,993,322,तुम्हारे घर की कीमतकौड़ियों की है। ,तुहारा घर बहुत महंगा है। ,तुहारा घर की कुछ भी कीमत नहीं है। ,0,1,hi,wrong,0.7326869964599609
994,994,323,उसकी बनाई मशीनपौराणिक युग का प्रतीक है। ,उसकी मशीन बहुत ही बढ़िया है। ,उसकी मशीन बढ़िया नहीं है। ,0,1,hi,wrong,0.8626349568367004
995,995,324,तुम्हारी अमीरी मेरे टुकड़ों पर चल रही है। ,तुम मेरी वजह से गरीब हो। ,तुम मेरी वजह से अमीर हो। ,0,1,hi,wrong,0.8457260131835938
996,996,325,इस पिच में दरारे पड़ गई हैं। ,यह पिच अभी भी खेलने लायक है। ,यह पिच खेलने लायक नहीं  रही।  ,1,0,hi,wrong,0.7543268799781799
997,997,326,वह रंगीन लिबास पहनता है। ,वह बहुत शरीफ इंसान है। ,वह बहुत बदमाश इंसान है। ,0,1,hi,wrong,0.8318789005279541
998,998,327,वह आदमी मेरे पाँव की जूती बारबार है। ,उस आदमी की मेरे आगे कोई हैसियत नहीं है। ,उस आदमी की मेरे बराबर का है। ,1,0,hi,wrong,0.6906682848930359
999,999,328,उसकी मेहनत तालाब जैसी है।,वह रोज पहले से बेहतर काम करने की कोशिश करता है।  ,वह बस रोज एक समान ही काम करता है। ,0,1,hi,wrong,0.7188809514045715
1000,1000,0,Nyalinya seperti anak kecil yang tersesat.,Dia penakut.,Dia pemberani.,0,0,id,correct,0.7256995439529419
1001,1001,1,Nyalinya seperti prajurit terdepan di medan perang.,Dia penakut.,Dia pemberani.,1,1,id,correct,0.7256995439529419
1002,1002,2,Berbicara dengan Kinan seperti bicara dengan balita.,Pengetahuannya kurang.,Pengetahuannya luas.,0,0,id,correct,0.6953259110450745
1003,1003,3,Berbicara dengan Kinan seperti mengikuti kuliah kuliah dari dosen ternama.,Pengetahuannya kurang.,Pengetahuannya luas.,1,1,id,correct,0.6953259110450745
1004,1004,4,Anak itu tampil bak putri malu yang layu.,Anak itu tampil dengan malu-malu.,Anak itu tampil dengan percaya diri.,0,0,id,correct,0.7856642603874207
1005,1005,5,Anak itu tampil bak bunga mawar di taman.,Anak itu tampil dengan malu-malu.,Anak itu tampil dengan percaya diri.,1,1,id,correct,0.7856642603874207
1006,1006,6,Suara Sari dapat mengalahkan suara ombak.,Suara Sari sangat kencang.,Suara Sari sangat pelan.,0,0,id,correct,0.8949230313301086
1007,1007,7,Suara Sari lenyap terbawa angin.,Suara Sari sangat kencang.,Suara Sari sangat pelan.,1,1,id,correct,0.8949230313301086
1008,1008,8,Cara makannya bagai tamu restoran bintang 5.,Cara makannya rapi.,Cara makannya berantakan.,0,0,id,correct,0.8577749133110046
1009,1009,9,Cara makannya bagai anak kecil di toko es krim.,Cara makannya rapi.,Cara makannya berantakan.,1,1,id,correct,0.8577749133110046
1010,1010,10,Pekerjaan ayah semudah membalikkan telapak tangan.,Pekerjaan ayah sangat mudah.,Pekerjaan ayah sangat sulit.,0,0,id,correct,0.8661999106407166
1011,1011,11,Dia melahap makanan seolah belum makan tiga hari.,Dia sangat lapar.,Dia sangat kenyang.,0,0,id,correct,0.880363941192627
1012,1012,12,Dia melahap makanan seolah habis menghadiri tiga kondangan.,Dia sangat lapar.,Dia sangat kenyang.,1,1,id,correct,0.880363941192627
1013,1013,13,Ia berjalan layaknya siput.,Dia berjalan dengan lambat.,Dia berjalan dengan cepat.,0,0,id,correct,0.879939079284668
1014,1014,14,Ia berjalan layaknya macan.,Dia berjalan dengan lambat.,Dia berjalan dengan cepat.,1,1,id,correct,0.879939079284668
1015,1015,15,Kehadirannya bagaikan petir di siang bolong.,Kehadirannya adalah musibah.,Kehadirannya adalah anugerah.,0,0,id,correct,0.736744225025177
1016,1016,16,Kehadirannya bagaikan bintang di langit malam.,Kehadirannya adalah musibah.,Kehadirannya adalah anugerah.,1,1,id,correct,0.736744225025177
1017,1017,17,Dia menjalani hidup bak burung di angkasa.,Hidupnya bebas.,Hidupnya terkekang.,0,0,id,correct,0.7656539678573608
1018,1018,18,Dia menjalani hidup bak singa di kebun binatang.,Hidupnya bebas.,Hidupnya terkekang.,1,1,id,correct,0.7656539678573608
1019,1019,19,Situasi kelas A seramai kuburan di malam hari.,Siswa-siswi kelas A berpartisipasi dengan aktif.,Siswa-siswi kelas A berpartisipasi dengan pasif.,1,1,id,correct,0.9133551716804504
1020,1020,20,Adik menginginkan rambut seperti rapunzel.,Adik ingin memiliki rambut pendek.,Adik ingin memiliki rambut panjang.,1,1,id,correct,0.9019278287887572
1021,1021,21,Curhatannya sepanjang skripsi mahasiswa kedokteran.,Ceritanya panjang.,Ceritanya pendek.,0,0,id,correct,0.8277873396873474
1022,1022,22,Curhatannya sepanjang iklan badut di jalanan.,Ceritanya panjang.,Ceritanya pendek.,1,1,id,correct,0.8277873396873474
1023,1023,23,Tulisan tangannya bak ketikan komputer canggih.,Tulisannya berantakan.,Tulisannya rapi.,1,1,id,correct,0.7868187427520752
1024,1024,24,Memintanya membereskan kamar sama seperti menyuruh kucing terbang.,Perintah itu mustahil dilakukan.,Perintah itu selalu dilakukan.,0,0,id,correct,0.6545445322990417
1025,1025,25,Dia menyelesaikan pekerjaannya secepat mengurus paspor yang hilang.,Dia bekerja dengan cekatan.,Dia bekerja dengan lambat.,1,1,id,correct,0.7990310192108154
1026,1026,26,Kelas bersama Pak Faisal seperti sedang berada di kandang singa.,Suasana kelas sangat menegangkan.,Suasana kelas sangat bersahabat.,0,0,id,correct,0.9060485363006592
1027,1027,27,Kelas bersama Pak Faisal seperti sedang bermain dengan anak tetangga.,Suasana kelas sangat menegangkan.,Suasana kelas sangat bersahabat.,1,1,id,correct,0.9060485363006592
1028,1028,28,Orang asing yang kau temui sewaktu-waktu bisa menjadi rumah untuk pulang.,Orang asing bisa menjadi teman.,Orang asing bisa menjadi musuh.,0,0,id,correct,0.9191149473190308
1029,1029,29,Orang asing yang kau temui sewaktu-waktu bisa menjadi jurang di ujung jalan.,Orang asing bisa menjadi teman.,Orang asing bisa menjadi musuh.,1,1,id,correct,0.9191149473190308
1030,1030,30,"Saat kelas berlangsung, mereka berbincang bak petir bersahut-sahutan di tengah hujan.",Mereka berbicara dengan suara kencang.,Mereka berbicara dengan suara pelan.,0,0,id,correct,0.8964489102363586
1031,1031,31,"Saat kelas berlangsung, mereka berbincang bak berbisik pada dedaunan.",Mereka berbicara dengan suara kencang.,Mereka berbicara dengan suara pelan.,1,1,id,correct,0.8964489102363586
1032,1032,32,Perempuan itu sangat suka berkumpul dengan bintang-bintang.,Perempuan itu suka bersosialisasi.,Perempuan itu suka menyendiri.,0,0,id,correct,0.7855798006057739
1033,1033,33,Perempuan itu sangat suka memeluk keheningan malam.,Perempuan itu suka bersosialisasi.,Perempuan itu suka menyendiri.,1,1,id,correct,0.7855798006057739
1034,1034,34,"Saat aku terpuruk, dia berlagak layaknya fans yang mendukung idolanya.",Dia peduli.,Dia tidak peduli.,0,0,id,correct,0.8394272327423096
1035,1035,35,"Saat aku terpuruk, dia berlagak layaknya orang asing di keramaian ibu kota.",Dia peduli.,Dia tidak peduli.,1,1,id,correct,0.8394272327423096
1036,1036,36,Ayahku bersikap seolah bisa menyapa seluruh dunia.,Ayahnya sangat ramah.,Ayahnya sangat kaku.,0,0,id,correct,0.7888324856758118
1037,1037,37,Ayahku bersikap seolah dia adalah robot yang sudah usang.,Ayahnya sangat ramah.,Ayahnya sangat kaku.,1,1,id,correct,0.7888324856758118
1038,1038,38,Dia tampak seperti mahasiswa yang gagal ujian.,Dia sangat sedih.,Dia sangat senang.,0,0,id,correct,0.7806680202484131
1039,1039,39,Dia tampak seperti habis memenangkan lotre.,Dia sangat sedih.,Dia sangat senang.,1,1,id,correct,0.7806680202484131
1040,1040,40,"Menurutnya, merantau adalah petualangan mencari jati diri.","Menurutnya, merantau itu mendebarkan.","Menurutnya, merantau itu menyesakkan.",0,0,id,correct,0.9251484274864196
1041,1041,41,"Menurutnya, merantau adalah perang yang tak berujung.","Menurutnya, merantau itu mendebarkan.","Menurutnya, merantau itu menyesakkan.",1,1,id,correct,0.9251484274864196
1042,1042,42,Rara berpakaian seolah akan mengikuti pemotretan di sebuah majalah.,Rara tampak rapi.,Rara tampak lusuh.,0,0,id,correct,0.8695816397666931
1043,1043,43,Cara bicaranya bak putri Solo.,Dia bicara dengan lemah lembut.,Dia bicara dengan kasar.,0,0,id,correct,0.8533193469047546
1044,1044,44,Cara bicaranya bak preman di pasar.,Dia bicara dengan lemah lembut.,Dia bicara dengan kasar.,1,1,id,correct,0.8533193469047546
1045,1045,45,"Saat ditanya, mahasiswa itu menjawab seperti orang yang ketahuan mencuri.",Mahasiswa itu menjawab dengan gelagapan.,Mahasiswa itu menjawab dengan tenang.,0,0,id,correct,0.901050865650177
1046,1046,46,"Saat ditanya, mahasiswa itu menjawab seperti sudah mengantongi kunci jawaban di kepalanya.",Mahasiswa itu menjawab dengan gelagapan.,Mahasiswa itu menjawab dengan tenang.,1,1,id,correct,0.901050865650177
1047,1047,47,Kamar kosnya bagaikan rumah yang habis dimasuki pencuri.,Kamar kosnya berantakan.,Kamar kosnya rapi.,0,0,id,correct,0.8382918238639832
1048,1048,48,Kamar kosnya bagaikan rumah dengan selusin ART.,Kamar kosnya berantakan.,Kamar kosnya rapi.,1,1,id,correct,0.8382918238639832
1049,1049,49,Rumahnya seluas GBK.,Rumahnya luas.,Rumahnya sempit.,0,0,id,correct,0.8857333660125732
1050,1050,50,Rumahnya seluas jalan tikus.,Rumahnya luas.,Rumahnya sempit.,1,1,id,correct,0.8857333660125732
1051,1051,51,"Bagi dia, rahasia adalah pusaka keluarga.",Dia bisa dipercaya.,Dia tidak bisa dipercaya.,0,0,id,correct,0.8410943746566772
1052,1052,52,Dia adalah sinar matahari yang menyelimuti bumi.,Sikapnya hangat.,Sikapnya dingin.,0,0,id,correct,0.8237903118133545
1053,1053,53,Dia adalah hujan di tengah malam.,Sikapnya hangat.,Sikapnya dingin.,1,1,id,correct,0.8237903118133545
1054,1054,54,Tanggung jawab Dian seringan menggendong satu keluarga besar.,Tanggung jawabnya berat.,Tanggung jawabnya ringan.,0,0,id,correct,0.8243069648742676
1055,1055,55,"Setelah ia datang, keadaan seperti pakaian yang dicuci dengan lumpur.","Setelah ia datang, keadaan semakin buruk.","Setelah ia datang, keadaan semakin baik.",0,0,id,correct,0.8990263342857361
1056,1056,56,"Setelah ia datang, keadaan seperti pelangi yang muncul selepas hujan.","Setelah ia datang, keadaan semakin buruk.","Setelah ia datang, keadaan semakin baik.",1,1,id,correct,0.8990263342857361
1057,1057,57,Jarak rumah ke sekolahnya sejauh menyebrangi samudra.,Sekolahnya jauh.,Sekolahnya dekat.,0,0,id,correct,0.8590294122695923
1058,1058,58,Jarak rumah ke sekolahnya sejauh rumah tetangga.,Sekolahnya jauh.,Sekolahnya dekat.,1,1,id,correct,0.8590294122695923
1059,1059,59,Murid SMP itu setinggi tiang listrik.,Badan murid SMP itu tinggi.,Badan murid SMP itu pendek.,0,0,id,correct,0.770836353302002
1060,1060,60,"Nasibnya bagai orang yang selamat dari tragedi mematikan,.",Dia beruntung.,Dia apes.,0,0,id,correct,0.5132961869239807
1061,1061,61,"Nasibnya bagai orang yang kena tipu,.",Dia beruntung.,Dia apes.,1,1,id,correct,0.5132961869239807
1062,1062,62,"Baginya, dunia digital adalah tempat bermain yang menyenangkan.",Dia melek teknologi.,Dia gaptek.,0,0,id,correct,0.5355525612831116
1063,1063,63,"Baginya, dunia digital adalah rumah hantu yang penuh jebakan.",Dia melek teknologi.,Dia gaptek.,1,1,id,correct,0.5355525612831116
1064,1064,64,Pendiriannya bagai peraturan yang berubah-ubah.,Dia berpendirian teguh.,Dia tidak punya pendirian.,1,1,id,correct,0.6204630136489868
1065,1065,65,Dia berlagak seperti cucu yang punya jalan.,Dia bersikap seenaknya.,Dia bersikap hati-hati.,0,0,id,correct,0.7562336325645447
1066,1066,66,Mereka mengikuti lomba seolah siap memberikan seluruh darah dan keringat.,Tekad mereka besar.,Tekad mereka kecil.,0,0,id,correct,0.7805251479148865
1067,1067,67,Mereka mengikuti lomba seolah hanya untuk mengisi kuota.,Tekad mereka besar.,Tekad mereka kecil.,1,1,id,correct,0.7805251479148865
1068,1068,68,Tugas mahasiswa bagaikan bisa dihitung jari.,Tugas mahasiswa banyak.,Tugas mahasiswa sedikit.,1,1,id,correct,0.8218008875846863
1069,1069,69,"Baginya, bersosialisasi itu seperti menaiki ratusan anak tangga.",Bersosialisasi itu melelahkan.,Bersosialisasi itu menyenangkan.,0,0,id,correct,0.801230251789093
1070,1070,70,"Baginya, bersosialisasi itu seperti melepas rindu dengan orang tersayang.",Bersosialisasi itu melelahkan.,Bersosialisasi itu menyenangkan.,1,1,id,correct,0.801230251789093
1071,1071,71,Bermain media sosial bagai menjemur pakaian di waktu hujan.,Bermain media sosial adalah kegiatan yang sia-sia.,Bermain media sosial adalah kegiatan yang bermanfaat.,0,0,id,correct,0.9004157185554504
1072,1072,72,Adik berlaku bak akan mengurus pinjaman di bank.,Adik sangat mandiri.,Adik sangat manja.,0,0,id,correct,0.7569084167480469
1073,1073,73,Adik berlaku bak bayi yang merindukan ibunya.,Adik sangat mandiri.,Adik sangat manja.,1,1,id,correct,0.7569084167480469
1074,1074,74,Langitnya tampak seperti senyuman mahasiswa yang lulus sidang.,Cuacanya cerah.,Cuacanya mendung.,0,0,id,correct,0.8033761978149414
1075,1075,75,Langitnya tampak seperti wajah anak kecil yang kalah dalam permainan.,Cuacanya cerah.,Cuacanya mendung.,1,1,id,correct,0.8033761978149414
1076,1076,76,Rumahnya tampak bagaikan istana megah.,Rumahnya indah.,Rumahnya tak terurus.,0,0,id,correct,0.6658582091331482
1077,1077,77,Rumahnya tampak bagaikan rumah tak berpenghuni.,Rumahnya indah.,Rumahnya tak terurus.,1,1,id,correct,0.6658582091331482
1078,1078,78,Hubungannya dengan sang kakak seperti anjing dan kucing.,Dia dan kakaknya sering bertengkar.,Dia dan kakaknya sangat dekat.,0,0,id,correct,0.6974402666091919
1079,1079,79,Nilai matematikanya setinggi mata kaki.,Nilai matematikanya jelek.,Nilai matematikanya bagus.,0,0,id,correct,0.874618411064148
1080,1080,80,Nilai matematikanya setinggi langit.,Nilai matematikanya jelek.,Nilai matematikanya bagus.,1,1,id,correct,0.874618411064148
1081,1081,81,Berangkat sekolah ketika masih langit masih gelap ibarat menjemput rezeki.,Berangkat sekolah pagi itu bermanfaat.,Berangkat sekolah pagi itu berbahaya.,0,0,id,correct,0.790439784526825
1082,1082,82,Berangkat sekolah ketika masih langit masih gelap ibarat melawan arus.,Berangkat sekolah pagi itu bermanfaat.,Berangkat sekolah pagi itu berbahaya.,1,1,id,correct,0.790439784526825
1083,1083,83,"Seperti membangunkan macan tidur, kerja di institusi kepolisian Indonesia.",Kerja menjadi Polisi di Indonesia itu beresiko.,Kerja menjadi Polisi di Indonesia itu mudah.,0,0,id,correct,0.8696981072425842
1084,1084,84,Mukamu bentuknya sebulat matahari di siang hari.,Muka yang bulat sempurna.,Muka yang bulat tidak sempurna.,0,0,id,correct,0.804724931716919
1085,1085,85,Mukamu bentuknya sebulat bulan yang penuh benjolan.,Muka yang bulat sempurna.,Muka yang bulat tidak sempurna.,1,1,id,correct,0.804724931716919
1086,1086,86,Layaknya pasangan yang tengah berbulan madu perasaanku bekerja di kantor ini.,Bekerja di kantor tersebut seperti terasa serba lama.,Bekerja di kantor tersebut seperti terasa serba baru.,1,1,id,correct,0.8662042021751404
1087,1087,87,Semangatnya begitu keras bagaikan batu.,Semangat yang keras.,Semangat yang lembek.,0,0,id,correct,0.8257288932800293
1088,1088,88,"Bagaikan kacang lupa kulitnya, semenjak dia pindah ke negeri orang.",Di luar negeri dia selalu merindu tanah air.,Di luar negeri dia lupa dengan tanah airnya.,1,1,id,correct,0.8460675477981567
1089,1089,89,Hidupnya di perantauan seterang bulan purnama.,Hidup di perantauan itu penuh kebahagiaan.,Hidup di perantauan itu penuh kesedihan.,0,0,id,correct,0.8604090213775635
1090,1090,90,Hidupnya di perantauan seterang bulan gerhana.,Hidup di perantauan itu penuh kebahagiaan.,Hidup di perantauan itu penuh kesedihan.,1,1,id,correct,0.8604090213775635
1091,1091,91,Cat rumahnya seputih salju.,Cat rumah putih sekali.,Cat rumah hitam sekali.,0,0,id,correct,0.823737621307373
1092,1092,92,Cat rumahnya seputih arang.,Cat rumah putih sekali.,Cat rumah hitam sekali.,1,1,id,correct,0.823737621307373
1093,1093,93,"Menurut mereka, aku hidup seperti putri.",Kehidupannya mewah sekali.,Kehidupannya kumuh sekali.,0,0,id,correct,0.8098009824752808
1094,1094,94,"Menurut mereka, aku hidup seperti inang.",Kehidupannya mewah sekali.,Kehidupannya kumuh sekali.,1,1,id,correct,0.8098009824752808
1095,1095,95,Anak-anak berderet bak ayam berjalan.,Barisannya beraturan.,Barisannya tidak beraturan.,1,1,id,correct,0.839063286781311
1096,1096,96,Bangunan lama tersebut berdiri bak pohon beringin.,Bangunannya kokoh.,Bangunannya tidak kokoh.,0,0,id,correct,0.8605242967605591
1097,1097,97,Bangunan lama tersebut berdiri bak nyiur di tepi pantai.,Bangunannya kokoh.,Bangunannya tidak kokoh.,1,1,id,correct,0.8605242967605591
1098,1098,98,"Dengan perawatan mahal, kulit Rika selembut sutra.",Kulit RIka lembut.,Kulit RIka kasar.,0,0,id,correct,0.8603180050849915
1099,1099,99,"Dengan perawatan mahal, kulit Rika selembut pasir.",Kulit RIka lembut.,Kulit RIka kasar.,1,1,id,correct,0.8603180050849915
1100,1100,100,Suara Lesti sekarang seperti merdunya hujan.,Suara Lesti merdu.,Suara Lesti serak.,0,0,id,correct,0.9738844037055968
1101,1101,101,Suara Lesti sekarang seperti serak-serak kepalang basah.,Suara Lesti merdu.,Suara Lesti serak.,1,1,id,correct,0.9738844037055968
1102,1102,102,"Lebaran kali ini, Jakarta seramai Masjid Nabawi.",Jakarta ramai.,Jakarta sepi.,0,0,id,correct,0.803979218006134
1103,1103,103,"Lebaran kali ini, Jakarta seramai masjid di pelosok desa.",Jakarta ramai.,Jakarta sepi.,1,1,id,correct,0.803979218006134
1104,1104,104,Cahaya lampu kota ini apabila malam seperti ratusan bintang di permukaan bumi.,Kota tersebut penuh cahaya.,Kota tersebut tidak terlihat cahayanya.,0,0,id,correct,0.7901878952980042
1105,1105,105,"Ibarat tinggal di neraka, semenjak ayah menikah lagi.","Setelah ayah menikah lagi, kehidupan semakin buruk.","Setelah ayah menikah lagi, kehidupan sangat indah.",0,0,id,correct,0.8702322244644165
1106,1106,106,"Ibarat tinggal di surga, semenjak ayah menikah lagi.","Setelah ayah menikah lagi, kehidupan semakin buruk.","Setelah ayah menikah lagi, kehidupan sangat indah.",1,1,id,correct,0.8702322244644165
1107,1107,107,Guru Dita kesabarannya seluas samudra.,Guru Dita sangat sabar.,Guru Dita tidak sabaran.,0,0,id,correct,0.857330322265625
1108,1108,108,Larinya secepat cheetah.,Larinya cepat.,Larinya lambat.,0,0,id,correct,0.8116098046302795
1109,1109,109,Larinya secepat kura-kura.,Larinya cepat.,Larinya lambat.,1,1,id,correct,0.8116098046302795
1110,1110,110,"Mendengar ucapannya, aku merasa seperti ditusuk belati.",Ucapan yang menyakitkan.,Ucapan yang menyenangkan.,0,0,id,correct,0.7175091505050659
1111,1111,111,"Mendengar ucapannya, aku merasa seperti dibelai kekasih.",Ucapan yang menyakitkan.,Ucapan yang menyenangkan.,1,1,id,correct,0.7175091505050659
1112,1112,112,Sepatuku harum seperi ladang bunga.,Sepatunya harum.,Sepatunya bau.,0,0,id,correct,0.9174917340278624
1113,1113,113,Sepatuku harum seperi tong sampah.,Sepatunya harum.,Sepatunya bau.,1,1,id,correct,0.9174917340278624
1114,1114,114,Pernikahan mereka layaknya Popeye & Olive.,Pernikahan yang romantis.,Pernikahan yang penuh pertengkaran.,0,0,id,correct,0.7467655539512634
1115,1115,115,Pernikahan mereka layaknya Popeye & Bluto.,Pernikahan yang romantis.,Pernikahan yang penuh pertengkaran.,1,1,id,correct,0.7467655539512634
1116,1116,116,"Sejak menikah, hidupnya bagaikan burung yang terbang bebas.",Hidupnya bebas.,Hidupnya tidak bebas.,0,0,id,correct,0.88748699426651
1117,1117,117,"Sejak menikah, hidupnya bagaikan burung dalam kerangkeng.",Hidupnya bebas.,Hidupnya tidak bebas.,1,1,id,correct,0.88748699426651
1118,1118,118,Kecepatan mobil elektrik buatan Indonesia sudah seperti kecepatan jet.,Kecepatan mobil itu cepat.,Kecepatan mobil itu lambat.,0,0,id,correct,0.9120789766311646
1119,1119,119,Pemenang lomba menyanyi kalau tidur ngoroknya seperti suara knalpot.,Suara ngoroknya merdu.,Suara ngoroknya berisik.,1,1,id,correct,0.9347144961357116
1120,1120,120,Jangan bertindak seperti cacing kepanasan.,Tindakan yang penuh gelisah.,Tindakan yang terlalu santai.,0,0,id,correct,0.6927708983421326
1121,1121,121,Jangan bertindak seperti orang berpelesir.,Tindakan yang penuh gelisah.,Tindakan yang terlalu santai.,1,1,id,correct,0.6927708983421326
1122,1122,122,Bisnis orang tuanya ibarat bisnis yang gulung tikar.,Bisnisnya bangkrut.,Bisnisnya sukses.,0,0,id,correct,0.7857537865638733
1123,1123,123,Bisnis orang tuanya ibarat bisnis yang menuju puncak.,Bisnisnya bangkrut.,Bisnisnya sukses.,1,1,id,correct,0.7857537865638733
1124,1124,124,Temanku tingkahnya serasa dirinya berdarah bangsawan.,Temannya bertingkah layaknya orang kaya.,Temannya bertingkah layaknya orang miskin.,0,0,id,correct,0.8495987057685852
1125,1125,125,Temanku tingkahnya serasa dirinya pemilik dapur tidak berasap.,Temannya bertingkah layaknya orang kaya.,Temannya bertingkah layaknya orang miskin.,1,1,id,correct,0.8495987057685852
1126,1126,126,Masuk ke perusahaan ini ibarat masuk mulut buaya.,Masuk ke perusahaan yang berbahaya.,Masuk ke perusahaan yang membuat aman& nyaman.,0,0,id,correct,0.710846483707428
1127,1127,127,Masuk ke perusahaan ini ibarat masuk rumah sendiri.,Masuk ke perusahaan yang berbahaya.,Masuk ke perusahaan yang membuat aman& nyaman.,1,1,id,correct,0.710846483707428
